   1  |    1   1   1   1   1   1   1   1   1   1   1   1
   2  |    1   1   1   2   2   2   2   2   2   2   2   2
   3  |    1   1   2   1   2   1   2   1   2   1   2   1
   4  |    1   1   2   2   1   2   1   2   1   2   1   2
   5  |    1   2   1   1   2   2   1   1   2   2   1   1
   6  |    1   2   1   2   1   1   2   2   1   1   2   2
   7  |    1   2   2   1   1   2   2   1   1   2   2   2
   8  |    1   2   2   2   2   1   1   2   2   1   1   1
   9  |    2   1   1   1   2   1   1   2   1   2   2   1
  10  |    2   1   1   2   1   2   2   1   2   1   1   2
  11  |    2   1   2   1   1   1   2   2   2   2   1   2
  12  |    2   1   2   2   2   2   1   1   1   1   2   1
  13  |    2   2   1   1   1   2   1   2   2   1   2   2
  14  |    2   2   1   2   2   1   2   1   1   2   1   1
  15  |    2   2   2   1   2   2   2   2   1   1   1   2
  16  |    2   2   2   2   1   1   1   1   2   2   2   1
  17  |    1   1   1   2   2   1   1   1   2   2   2   2
  18  |    1   2   2   1   1   1   1   2   1   2   2   1
  19  |    2   1   1   2   1   1   1   2   1   1   1   1
  20  |    2   2   2   1   2   1   1   1   2   1   1   2
  21  |    1   1   2   2   1   1   2   1   1   1   1   1
  22  |    1   2   1   1   1   1   2   1   2   2   1   2
  23  |    1   1   1   1   1   2   2   2   1   1   2   1
  24  |    1   2   2   2   2   2   2   1   2   1   2   2
  25  |    2   1   1   1   2   2   2   1   1   2   1   2
  26  |    2   2   2   2   1   2   2   2   1   2   2   1
  27  |    1   1   2   1   1   2   1   1   2   1   2   2
  28  |    2   2   1   2   1   2   1   1   1   1   1   1
  29  |    2   1   1   1   1   2   1   1   1   2   2   2
  30  |    2   1   2   1   2   1   1   1   1   2   1   2
  31  |    1   2   1   1   2   1   1   2   1   1   2   2
  32  |    1   2   2   2   2   2   1   2   1   2   1   1
  33  |    1   1   1   1   2   1   2   2   1   1   1   2
  34  |    2   1   2   2   2   2   2   1   2   2   2   1
  35  |    2   2   1   2   2   2   2   2   2   1   1   1
  36  |    1   2   2   1   1   1   2   2   2   1   2   1
  37  |    2   1   2   1   2   2   1   2   2   2   2   1
  38  |    2   2   1   2   1   1   2   2   2   2   2   2
  39  |    1   2   1   2   2   1   2   1   1   1   2   1
  40  |    1   1   2   2   1   2   1   1   2   2   1   1
  41  |    1   1   1   1   2   2   2   2   2   1   1   1
  42  |    2   1   2   1   1   1   2   2   -   1   2   1
  43  |    1   1   1   2   2   1   -   -   2   1   1   1
  44  |    1   1   1   1   1   2   1   2   1   2   1   1
  45  |    2   2   2   1   1   -   2   2   -   2   1   1
  46  |    1   -   2   1   -   -   2   -   -   2   1   1
  47  |    2   2   2   2   2   1   1   1   1   1   1   2
  48  |    2   2   2   2   2   1   1   2   -   2   2   2
  49  |    -   1   1   2   1   -   -   -   2   -   2   1
  50  |    2   -   -   1   -   -   -   1   -   -   -   1
  51  |    1   -   2   -   1   1   1   -   -   -   -   2
  52  |    -   -   1   -   2   2   1   -   -   -   1   2
