   1  |    1   1   1   1   1   1   1
   2  |    1   1   2   2   2   2   2
   3  |    1   2   1   2   1   2   1
   4  |    1   2   2   1   2   1   2
   5  |    2   1   1   2   2   1   1
   6  |    2   1   2   1   1   2   2
   7  |    2   2   1   1   2   2   1
   8  |    2   2   2   2   1   1   2
   9  |    1   1   2   2   1   1   1
  10  |    2   2   1   1   1   1   2
  11  |    1   1   1   1   2   2   2
  12  |    2   2   2   2   2   2   1
  13  |    1   1   2   1   2   2   1
  14  |    2   2   -   -   1   1   1
  15  |    1   1   1   2   1   1   2
  16  |    2   2   -   -   2   2   2
