   1  |    1   1   1   1   1   1
   2  |    1   1   1   2   2   2
   3  |    1   1   2   1   2   1
   4  |    1   1   2   2   1   2
   5  |    1   2   1   1   2   2
   6  |    1   2   1   2   1   1
   7  |    1   2   2   1   1   2
   8  |    1   2   2   2   2   1
   9  |    2   1   1   1   2   1
  10  |    2   1   1   2   1   2
  11  |    2   1   2   1   1   1
  12  |    2   1   2   2   2   2
  13  |    2   2   1   1   1   2
  14  |    2   2   1   2   2   1
  15  |    2   2   2   1   2   2
  16  |    2   2   2   2   1   1
  17  |    1   1   1   2   2   1
  18  |    1   2   2   1   1   1
  19  |    2   1   1   2   1   1
  20  |    2   2   2   1   2   1
  21  |    -   1   2   2   -   1
  22  |    -   2   1   1   -   1
  23  |    1   1   1   1   1   2
  24  |    1   2   2   2   2   2
  25  |    2   1   1   1   2   2
  26  |    2   2   2   2   1   2
  27  |    -   1   2   1   -   2
  28  |    -   2   1   2   -   2
