   1  |    1   1   1   1   1   1   1   1   1
   2  |    1   1   1   2   2   2   2   2   2
   3  |    1   1   2   1   2   1   2   1   2
   4  |    1   1   2   2   1   2   1   2   1
   5  |    1   2   1   1   2   2   1   1   2
   6  |    1   2   1   2   1   1   2   2   1
   7  |    1   2   2   1   1   2   2   1   1
   8  |    1   2   2   2   2   1   1   2   2
   9  |    2   1   1   1   2   1   1   2   1
  10  |    2   1   1   2   1   2   2   1   2
  11  |    2   1   2   1   1   1   2   2   2
  12  |    2   1   2   2   2   2   1   1   1
  13  |    2   2   1   1   1   2   1   2   2
  14  |    2   2   1   2   2   1   2   1   1
  15  |    2   2   2   1   2   2   2   2   1
  16  |    2   2   2   2   1   1   1   1   2
  17  |    1   1   1   2   2   1   1   1   2
  18  |    1   2   2   1   1   1   1   2   1
  19  |    2   1   1   2   1   1   1   2   1
  20  |    2   2   2   1   2   1   1   1   2
  21  |    1   1   2   2   1   1   2   1   1
  22  |    1   2   1   1   1   1   2   1   2
  23  |    1   1   1   1   1   2   2   2   1
  24  |    1   2   2   2   2   2   2   1   2
  25  |    2   1   1   1   2   2   2   1   1
  26  |    2   2   2   2   1   2   2   2   1
  27  |    1   1   2   1   1   2   1   1   2
  28  |    2   2   1   2   -   2   1   1   1
  29  |    2   1   1   1   1   2   1   1   1
  30  |    2   1   2   1   2   1   1   1   1
  31  |    1   2   1   1   2   1   1   2   1
  32  |    1   2   2   2   2   2   1   2   1
  33  |    1   1   1   1   2   1   2   2   1
  34  |    2   1   2   2   -   2   2   1   2
  35  |    2   2   1   2   2   2   2   2   2
  36  |    1   2   2   1   1   1   2   2   2
  37  |    2   1   2   1   2   2   1   2   2
  38  |    2   2   1   2   1   1   2   2   2
  39  |    1   -   -   -   2   -   -   1   1
  40  |    1   -   -   2   1   2   1   -   2
  41  |    -   1   1   1   -   2   2   -   2
