   1  |    1   1   1   1   1   1   1   1   1   1
   2  |    1   1   1   2   2   2   2   2   2   2
   3  |    1   1   2   1   2   1   2   1   2   1
   4  |    1   1   2   2   1   2   1   2   1   2
   5  |    1   2   1   1   2   2   1   1   2   2
   6  |    1   2   1   2   1   1   2   2   1   1
   7  |    1   2   2   1   1   2   2   1   1   2
   8  |    1   2   2   2   2   1   1   2   2   1
   9  |    2   1   1   1   2   1   1   2   1   2
  10  |    2   1   1   2   1   2   2   1   2   1
  11  |    2   1   2   1   1   1   2   2   2   2
  12  |    2   1   2   2   2   2   1   1   1   1
  13  |    2   2   1   1   1   2   1   2   2   1
  14  |    2   2   1   2   2   1   2   1   1   2
  15  |    2   2   2   1   2   2   2   2   1   1
  16  |    2   2   2   2   1   1   1   1   2   2
  17  |    1   1   1   2   2   1   1   1   2   2
  18  |    1   2   2   1   1   1   1   2   1   2
  19  |    2   1   1   2   1   1   1   2   1   1
  20  |    2   2   2   1   2   1   1   1   2   1
  21  |    1   1   2   2   1   1   2   1   1   1
  22  |    1   2   1   1   1   1   2   1   2   2
  23  |    1   1   1   1   1   2   2   2   1   1
  24  |    1   2   2   2   2   2   2   1   2   1
  25  |    2   1   1   1   2   2   2   1   1   2
  26  |    2   2   2   2   1   2   2   2   1   2
  27  |    1   1   2   1   1   2   1   1   2   1
  28  |    2   2   1   2   1   2   1   1   1   1
  29  |    2   1   1   1   1   2   1   1   1   2
  30  |    2   1   2   1   2   1   1   1   1   2
  31  |    1   2   1   1   2   1   1   2   1   1
  32  |    1   2   2   2   2   2   1   2   1   2
  33  |    1   1   1   1   2   1   2   2   1   1
  34  |    2   1   2   2   2   2   2   1   2   2
  35  |    2   2   1   2   2   2   2   2   2   1
  36  |    1   2   2   1   1   1   2   2   2   1
  37  |    2   1   2   1   2   2   1   2   2   2
  38  |    2   2   1   2   1   1   2   2   2   2
  39  |    1   -   1   -   2   -   -   1   1   1
  40  |    1   -   2   2   1   2   1   -   2   2
  41  |    1   1   1   1   -   2   2   2   2   1
  42  |    2   1   2   1   1   1   2   2   -   1
  43  |    -   -   1   -   -   1   -   -   2   1
  44  |    1   1   1   1   -   -   -   -   1   2
  45  |    2   2   -   1   -   -   -   -   -   2
