   1  |    1   1   1   1   1   1   1   1   1   1   1   1   1
   2  |    1   1   1   2   2   2   2   2   2   2   2   2   2
   3  |    1   1   2   1   2   1   2   1   2   1   2   1   2
   4  |    1   1   2   2   1   2   1   2   1   2   1   2   1
   5  |    1   2   1   1   2   2   1   1   2   2   1   1   2
   6  |    1   2   1   2   1   1   2   2   1   1   2   2   1
   7  |    1   2   2   1   1   2   2   1   1   2   2   2   2
   8  |    1   2   2   2   2   1   1   2   2   1   1   1   1
   9  |    2   1   1   1   2   1   1   2   1   2   2   1   2
  10  |    2   1   1   2   1   2   2   1   2   1   1   2   1
  11  |    2   1   2   1   1   1   2   2   2   2   1   2   2
  12  |    2   1   2   2   2   2   1   1   1   1   2   1   1
  13  |    2   2   1   1   1   2   1   2   2   1   2   2   2
  14  |    2   2   1   2   2   1   2   1   1   2   1   1   1
  15  |    2   2   2   1   2   2   2   2   1   1   1   2   1
  16  |    2   2   2   2   1   1   1   1   2   2   2   1   2
  17  |    1   1   1   2   2   1   1   1   2   2   2   2   1
  18  |    1   2   2   1   1   1   1   2   1   2   2   1   1
  19  |    2   1   1   2   1   1   1   2   1   1   1   1   2
  20  |    2   2   2   1   2   1   1   1   2   1   1   2   2
  21  |    1   1   2   2   1   1   2   1   1   1   1   1   2
  22  |    1   2   1   1   1   1   2   1   2   2   1   2   1
  23  |    1   1   1   1   1   2   2   2   1   1   2   1   1
  24  |    1   2   2   2   2   2   2   1   2   1   2   2   1
  25  |    2   1   1   1   2   2   2   1   1   2   1   2   2
  26  |    2   2   2   2   1   2   2   2   1   2   2   1   2
  27  |    1   1   2   1   1   2   1   1   2   1   2   2   1
  28  |    2   2   1   2   1   2   1   1   1   1   1   1   2
  29  |    2   1   1   1   1   2   1   1   1   2   2   2   1
  30  |    2   1   2   1   2   1   1   1   1   2   1   2   1
  31  |    1   2   1   1   2   1   1   2   1   1   2   2   2
  32  |    1   2   2   2   2   2   1   2   1   2   1   1   2
  33  |    1   1   1   1   2   1   2   2   1   1   1   2   1
  34  |    2   1   2   2   2   2   2   1   2   2   2   1   1
  35  |    2   2   1   2   2   2   2   2   2   1   1   1   2
  36  |    1   2   2   1   1   1   2   2   2   1   2   1   1
  37  |    2   1   2   1   2   2   1   2   2   2   2   1   1
  38  |    2   2   1   2   1   1   2   2   2   2   2   2   1
  39  |    1   2   1   2   2   1   2   1   1   1   2   1   2
  40  |    1   1   2   2   1   2   1   1   2   2   1   1   2
  41  |    1   1   1   1   2   2   2   2   2   1   1   1   1
  42  |    2   1   2   1   1   1   2   2   -   1   2   1   1
  43  |    1   1   1   2   2   1   -   -   2   1   1   1   2
  44  |    1   1   1   1   1   2   1   2   1   2   1   1   2
  45  |    2   2   2   1   1   2   2   2   -   2   1   1   1
  46  |    1   -   2   1   -   1   2   -   -   2   1   1   2
  47  |    2   2   2   2   2   1   1   1   1   1   1   2   2
  48  |    2   2   2   2   2   1   1   2   -   2   2   2   1
  49  |    -   1   1   2   1   -   1   2   2   -   2   1   1
  50  |    2   2   1   1   -   2   1   1   -   -   -   1   1
  51  |    1   1   2   2   1   1   1   2   -   1   1   2   2
  52  |    1   1   1   -   2   2   1   -   -   1   1   2   2
  53  |    -   1   1   -   1   -   2   -   -   1   2   2   2
  54  |    -   -   2   -   -   2   -   -   -   1   -   -   2
  55  |    -   -   -   -   -   -   1   -   -   2   -   2   2
