   1  |    1   1   1   1   1   1   1   1   1   1   1
   2  |    1   1   2   2   2   2   2   2   2   2   2
   3  |    1   2   1   2   1   2   1   2   1   2   1
   4  |    1   2   2   1   2   1   2   1   2   1   2
   5  |    2   1   1   2   2   1   1   2   2   1   1
   6  |    2   1   2   1   1   2   2   1   1   2   2
   7  |    2   2   1   1   2   2   1   1   2   2   2
   8  |    2   2   2   2   1   1   2   2   1   1   1
   9  |    1   1   2   2   1   1   1   1   2   2   1
  10  |    2   2   1   1   1   1   2   2   2   2   2
  11  |    1   1   1   1   2   2   2   2   1   1   1
  12  |    2   2   2   2   2   2   1   1   1   1   2
  13  |    1   1   2   1   2   2   1   2   1   2   1
  14  |    2   2   1   1   1   1   1   1   1   1   2
  15  |    1   1   1   2   1   1   2   1   1   2   2
  16  |    2   2   2   2   2   2   2   2   2   2   1
  17  |    1   1   1   1   2   2   2   1   2   1   1
  18  |    1   1   2   2   1   1   1   2   1   1   2
  19  |    2   2   -   1   2   1   -   1   1   2   1
  20  |    -   -   -   -   1   2   -   -   2   1   -
