   1  |    1   1   1   1   1   1   1   1   1
   2  |    1   1   2   2   2   2   2   2   2
   3  |    1   2   1   2   1   2   1   2   1
   4  |    1   2   2   1   2   1   2   1   2
   5  |    2   1   1   2   2   1   1   2   2
   6  |    2   1   2   1   1   2   2   1   1
   7  |    2   2   1   1   2   2   1   1   2
   8  |    2   2   2   2   1   1   2   2   1
   9  |    1   1   2   2   1   1   1   1   2
  10  |    2   2   1   1   1   1   2   2   2
  11  |    1   1   1   1   2   2   2   2   1
  12  |    2   2   2   2   2   2   1   1   1
  13  |    1   1   2   1   2   2   1   2   1
  14  |    2   2   1   1   1   1   1   1   1
  15  |    1   1   1   2   1   1   2   1   1
  16  |    2   2   2   2   2   2   2   2   2
  17  |    1   1   1   1   2   2   -   1   2
  18  |    1   1   -   -   1   1   -   2   -
  19  |    -   -   -   -   2   1   -   -   1
  20  |    -   -   -   -   1   2   -   -   2
