   1  |    1   1   1   1   1   1   1   1   1   1   1   1   1   1
   2  |    1   1   1   2   2   2   2   2   2   2   2   2   2   2
   3  |    1   1   2   1   2   1   2   1   2   1   2   1   2   1
   4  |    1   1   2   2   1   2   1   2   1   2   1   2   1   2
   5  |    1   2   1   1   2   2   1   1   2   2   1   1   2   2
   6  |    1   2   1   2   1   1   2   2   1   1   2   2   1   1
   7  |    1   2   2   1   1   2   2   1   1   2   2   2   2   1
   8  |    1   2   2   2   2   1   1   2   2   1   1   1   1   2
   9  |    2   1   1   1   2   1   1   2   1   2   2   1   2   1
  10  |    2   1   1   2   1   2   2   1   2   1   1   2   1   2
  11  |    2   1   2   1   1   1   2   2   2   2   1   2   2   2
  12  |    2   1   2   2   2   2   1   1   1   1   2   1   1   1
  13  |    2   2   1   1   1   2   1   2   2   1   2   2   2   1
  14  |    2   2   1   2   2   1   2   1   1   2   1   1   1   2
  15  |    2   2   2   1   2   2   2   2   1   1   1   2   1   1
  16  |    2   2   2   2   1   1   1   1   2   2   2   1   2   2
  17  |    1   1   1   2   2   1   1   1   2   2   2   2   1   1
  18  |    1   2   2   1   1   1   1   2   1   2   2   1   1   2
  19  |    2   1   1   2   1   1   1   2   1   1   1   1   2   2
  20  |    2   2   2   1   2   1   1   1   2   1   1   2   2   1
  21  |    1   1   2   2   1   1   2   1   1   1   1   1   2   1
  22  |    1   2   1   1   1   1   2   1   2   2   1   2   1   1
  23  |    1   1   1   1   1   2   2   2   1   1   2   1   1   2
  24  |    1   2   2   2   2   2   2   1   2   1   2   2   1   2
  25  |    2   1   1   1   2   2   2   1   1   2   1   2   2   1
  26  |    2   2   2   2   1   2   2   2   1   2   2   1   2   1
  27  |    1   1   2   1   1   2   1   1   2   1   2   2   1   2
  28  |    2   2   1   2   1   2   1   1   1   1   1   1   2   1
  29  |    2   1   1   1   1   2   1   1   1   2   2   2   1   2
  30  |    2   1   2   1   2   1   1   1   1   2   1   2   1   2
  31  |    1   2   1   1   2   1   1   2   1   1   2   2   2   2
  32  |    1   2   2   2   2   2   1   2   1   2   1   1   2   1
  33  |    1   1   1   1   2   1   2   2   1   1   1   2   1   1
  34  |    2   1   2   2   2   2   2   1   2   2   2   1   1   1
  35  |    2   2   1   2   2   2   2   2   2   1   1   1   2   2
  36  |    1   2   2   1   1   1   2   2   2   1   2   1   1   1
  37  |    2   1   2   1   2   2   1   2   2   2   2   1   1   2
  38  |    2   2   1   2   1   1   2   2   2   2   2   2   1   1
  39  |    1   2   1   2   2   1   2   1   1   1   2   1   2   2
  40  |    1   1   2   2   1   2   1   1   2   2   1   1   2   1
  41  |    1   1   1   1   2   2   2   2   2   1   1   1   1   1
  42  |    2   1   2   1   1   1   2   2   1   1   2   1   1   2
  43  |    1   1   1   2   2   1   -   1   2   1   1   1   2   2
  44  |    1   1   1   1   1   2   1   2   1   2   1   1   2   2
  45  |    2   2   2   1   1   2   2   2   1   2   1   1   1   2
  46  |    1   -   2   1   2   1   2   1   -   2   1   1   2   2
  47  |    2   2   2   2   2   1   1   1   1   1   1   2   2   2
  48  |    2   2   2   2   2   1   1   2   1   2   2   2   1   1
  49  |    2   1   1   2   1   2   1   2   2   1   2   1   1   1
  50  |    2   2   1   1   2   2   1   1   -   -   -   1   1   1
  51  |    1   1   2   2   1   1   1   2   -   1   1   2   2   1
  52  |    1   1   1   2   2   2   1   -   -   1   1   2   2   1
  53  |    -   1   1   -   1   -   2   -   1   1   2   2   2   2
  54  |    -   2   2   1   1   2   -   -   -   1   1   2   2   2
  55  |    -   2   1   -   1   -   1   -   -   2   -   2   2   2
  56  |    -   -   -   2   -   -   -   -   -   -   1   -   1   1
  57  |    -   -   -   -   2   2   -   -   1   -   -   -   -   2
