   1  |    1   1   1   1   1   1   1   1   1   1   1   1   1
   2  |    1   1   2   2   2   2   2   2   2   2   2   2   2
   3  |    1   2   1   2   1   2   1   2   1   2   1   2   1
   4  |    1   2   2   1   2   1   2   1   2   1   2   1   2
   5  |    2   1   1   2   2   1   1   2   2   1   1   2   2
   6  |    2   1   2   1   1   2   2   1   1   2   2   1   1
   7  |    2   2   1   1   2   2   1   1   2   2   2   2   1
   8  |    2   2   2   2   1   1   2   2   1   1   1   1   2
   9  |    1   1   2   2   1   1   1   1   2   2   1   1   2
  10  |    2   2   1   1   1   1   2   2   2   2   2   2   1
  11  |    1   1   1   1   2   2   2   2   1   1   1   1   2
  12  |    2   2   2   2   2   2   1   1   1   1   2   2   1
  13  |    1   1   2   1   2   2   1   2   1   2   1   2   1
  14  |    2   2   1   1   1   1   1   1   1   1   2   1   2
  15  |    1   1   1   2   1   1   2   1   1   2   2   2   1
  16  |    2   2   2   2   2   2   2   2   2   2   1   1   1
  17  |    1   1   1   1   2   2   2   1   2   1   1   2   1
  18  |    1   1   2   2   1   1   1   2   1   1   2   1   1
  19  |    2   2   1   1   2   1   1   1   1   2   1   1   2
  20  |    2   2   2   1   1   2   -   1   2   1   -   2   2
  21  |    -   -   1   2   -   2   1   -   2   -   -   1   2
  22  |    -   -   2   -   2   1   -   -   -   -   -   2   1
  23  |    -   -   -   -   -   -   -   -   1   -   -   2   2
