   1  |    1   1   1   1   1   1   1   1   1   1   1
   2  |    1   1   1   2   2   2   2   2   2   2   2
   3  |    1   1   2   1   2   1   2   1   2   1   2
   4  |    1   1   2   2   1   2   1   2   1   2   1
   5  |    1   2   1   1   2   2   1   1   2   2   1
   6  |    1   2   1   2   1   1   2   2   1   1   2
   7  |    1   2   2   1   1   2   2   1   1   2   2
   8  |    1   2   2   2   2   1   1   2   2   1   1
   9  |    2   1   1   1   2   1   1   2   1   2   2
  10  |    2   1   1   2   1   2   2   1   2   1   1
  11  |    2   1   2   1   1   1   2   2   2   2   1
  12  |    2   1   2   2   2   2   1   1   1   1   2
  13  |    2   2   1   1   1   2   1   2   2   1   2
  14  |    2   2   1   2   2   1   2   1   1   2   1
  15  |    2   2   2   1   2   2   2   2   1   1   1
  16  |    2   2   2   2   1   1   1   1   2   2   2
  17  |    1   1   1   2   2   1   1   1   2   2   2
  18  |    1   2   2   1   1   1   1   2   1   2   2
  19  |    2   1   1   2   1   1   1   2   1   1   1
  20  |    2   2   2   1   2   1   1   1   2   1   1
  21  |    1   1   2   2   1   1   2   1   1   1   1
  22  |    1   2   1   1   1   1   2   1   2   2   1
  23  |    1   1   1   1   1   2   2   2   1   1   2
  24  |    1   2   2   2   2   2   2   1   2   1   2
  25  |    2   1   1   1   2   2   2   1   1   2   1
  26  |    2   2   2   2   1   2   2   2   1   2   2
  27  |    1   1   2   1   1   2   1   1   2   1   2
  28  |    2   2   1   2   1   2   1   1   1   1   1
  29  |    2   1   1   1   1   2   1   1   1   2   2
  30  |    2   1   2   1   2   1   1   1   1   2   1
  31  |    1   2   1   1   2   1   1   2   1   1   2
  32  |    1   2   2   2   2   2   1   2   1   2   1
  33  |    1   1   1   1   2   1   2   2   1   1   1
  34  |    2   1   2   2   2   2   2   1   2   2   2
  35  |    2   2   1   2   2   2   2   2   2   1   1
  36  |    1   2   2   1   1   1   2   2   2   1   2
  37  |    2   1   2   1   2   2   1   2   2   2   2
  38  |    2   2   1   2   1   1   2   2   2   2   2
  39  |    1   2   1   -   2   1   2   1   1   1   2
  40  |    1   1   2   2   1   2   1   1   2   2   1
  41  |    1   1   1   1   2   2   2   2   2   1   1
  42  |    2   1   2   1   1   1   2   2   -   1   2
  43  |    1   1   1   2   2   1   -   -   2   1   1
  44  |    1   1   1   1   1   2   1   2   1   2   1
  45  |    2   2   2   1   1   -   -   2   -   2   1
  46  |    1   -   2   1   -   -   -   -   -   -   1
  47  |    2   -   2   2   -   -   -   -   -   -   1
  48  |    2   2   -   2   2   -   1   2   -   2   2
  49  |    -   1   -   2   1   -   -   -   -   -   2
